"Group","ABCA1","ACTA2","AOC2","CD247","CLDN9","CYSLTR1","DLG3","DOCK5","EPHB2","FCAR","FEZ1","FHL1","FLNA","GLIPR1","GMFB","GRB10","HPD","ITPKC","KANK3","KAZN","KYNU","LONRF1","LTBP4","LY96","LYST","MGLL","MLC1","NCAM1","NKTR","PELP1","PRUNE2","PTGS1","SCARB2","SMPDL3A","SNX13","SPTB","SRSF7","ST6GALNAC2","TAP2","TGFBR3","TNFAIP6","TTC38","VCAN","VNN1","WASHC4","ZDHHC17"
1," 3.565098"," 3.165632"," 4.016558","11.331691"," 6.513636"," 3.200578"," 6.246888"," 2.905861"," 6.511755"," 5.106389"," 6.653079"," 6.647896","10.316914","11.154425"," 8.275320"," 3.553066"," 4.974469"," 5.781960"," 5.177257"," 3.988308"," 8.371809"," 6.784071"," 5.716520"," 9.908978"," 5.320723"," 6.653968"," 5.838129"," 4.698928"," 7.622026"," 6.474538"," 3.441949"," 6.260740"," 5.046948"," 8.296132"," 7.500467"," 5.757198","11.334119"," 6.417346"," 3.246798","10.116771"," 8.221215"," 6.440202","11.184223"," 7.414364"," 8.816441"," 8.454794"
1," 3.672877"," 3.948542"," 4.304068","10.796871"," 6.159169"," 3.226675"," 6.030599"," 2.767828"," 6.638697"," 4.964897"," 7.342395"," 6.624047","10.563420","11.209508"," 8.590043"," 3.641972"," 4.515197"," 6.537406"," 4.929457"," 3.949218"," 8.508392"," 7.745637"," 5.711451","10.372239"," 5.102096"," 7.763082"," 6.302101"," 4.547081"," 7.806279"," 6.423146"," 3.289304"," 7.174793"," 4.895029"," 8.837617"," 7.383734"," 5.465914","10.661037"," 5.870329"," 3.424165"," 7.913436"," 9.339150"," 6.117424","11.379146"," 8.319696"," 8.529545"," 8.385832"
1," 3.581282"," 3.692490"," 4.138016","11.247266"," 5.629738"," 3.074344"," 6.137440"," 2.864131"," 6.708806"," 4.865074"," 7.596504"," 6.388114","10.772033","10.464385"," 8.684061"," 3.511713"," 4.589733"," 5.727739"," 5.308066"," 4.039660"," 8.789714"," 6.836118"," 5.602576","10.219965"," 5.156108"," 7.429708"," 6.824179"," 4.401738"," 7.270861"," 6.948229"," 3.887487"," 6.567116"," 4.931260"," 7.976299"," 7.343011"," 5.009068","10.084590"," 6.305498"," 3.528469"," 8.817680"," 5.620547"," 6.392005","11.420477"," 7.899741"," 8.235457"," 8.247688"
1," 3.572345"," 3.617564"," 4.124504","11.245293"," 6.021586"," 3.030345"," 6.314942"," 2.788499"," 6.922541"," 4.402040"," 6.983187"," 7.068396","11.218778"," 9.599913"," 8.491991"," 3.850153"," 4.481627"," 5.689053"," 5.281468"," 3.743041"," 8.598635"," 6.003672"," 6.160444","10.139170"," 5.448180"," 7.349923"," 6.418019"," 4.622520"," 7.005322"," 6.897209"," 3.532245"," 7.272692"," 5.068871"," 8.236139"," 7.398373"," 5.167239","10.085301"," 6.399479"," 3.391489"," 8.803921"," 6.515365"," 6.332813","11.707573"," 8.722968"," 8.235198"," 8.186855"
1," 3.558511"," 4.589806"," 4.136654","10.434094"," 5.966687"," 3.192813"," 6.484277"," 2.897872"," 6.963536"," 4.864486"," 6.091279"," 6.963536","10.475202","11.668050"," 8.942223"," 3.786336"," 4.437612"," 6.274573"," 4.653857"," 4.121216"," 8.539119"," 6.951123"," 4.865307","10.157867"," 5.694392"," 7.793596"," 6.205418"," 4.355955"," 7.921800"," 6.258503"," 3.396142"," 7.698800"," 5.510536"," 7.814832"," 6.965734"," 5.035720"," 9.784482"," 6.590595"," 3.801458"," 8.109516"," 5.268849"," 6.456650","12.074869"," 7.443461"," 7.963722"," 8.540620"
0," 8.900898"," 8.254476"," 6.951036"," 9.796211"," 6.064426"," 7.032379"," 7.802713"," 4.914860"," 4.235720"," 6.683352"," 5.943367"," 4.520006","10.371098","10.028296"," 4.895795"," 7.640665"," 5.200439"," 6.207748"," 7.609657"," 8.012055"," 7.582646"," 6.480590"," 5.812009","10.085790","11.373188"," 6.320860"," 7.531516"," 7.040516","11.803727"," 8.285018"," 5.632914"," 5.444928"," 6.978406"," 8.736157"," 7.647657"," 9.427079"," 9.321246","11.263369"," 6.355182"," 5.809527"," 9.440008"," 5.923752"," 9.614475","10.058693","12.092195","10.164618"
0," 8.757910"," 7.354462"," 6.947205","10.148214"," 5.731526"," 6.449864"," 8.105505"," 5.260808"," 5.128503"," 6.413691"," 5.904180"," 4.285220","10.400467","10.065018"," 6.526718"," 7.561720"," 3.171813"," 6.256014"," 7.541936"," 7.068586"," 7.708595"," 6.571438"," 6.075944","10.917088","11.100279"," 6.331278"," 7.818722"," 7.461795","11.720780"," 8.136182"," 5.423696"," 5.987089"," 6.178679"," 7.460570"," 7.358574"," 8.949172"," 9.362237","10.992333"," 5.764200"," 5.900432"," 9.206329"," 6.054130","10.158411","10.338862","11.852656"," 9.959110"
0," 7.962383"," 7.617966"," 6.882938","10.107494"," 5.624516"," 6.376836"," 8.499023"," 4.087894"," 5.647425"," 6.433989"," 6.107977"," 4.297679","10.675567","10.033877"," 5.812846"," 7.363516"," 4.773430"," 6.455809"," 7.835187"," 5.934782"," 7.804927"," 7.053612"," 5.986563"," 9.982620","11.094628"," 6.810073"," 7.971154"," 7.456657","11.842558"," 8.287517"," 5.547423"," 5.943384"," 6.759734"," 7.999776"," 7.337476"," 9.135920"," 9.471445","10.902502"," 7.130479"," 6.037959"," 8.481081"," 5.983241","10.225971"," 9.200054","11.921469"," 9.826337"
0," 8.589869"," 7.569099"," 7.199684","10.006217"," 5.625659"," 6.341541"," 8.222838"," 3.687202"," 5.651008"," 6.405680"," 5.428945"," 4.424882","10.388421","10.288442"," 6.066545"," 7.549431"," 3.961017"," 6.368756"," 7.513985"," 5.304981"," 8.796088"," 7.624699"," 5.875017","10.429023","11.442492"," 7.568364"," 7.650184"," 7.512317","11.829521"," 8.533233"," 4.332844"," 7.018300"," 6.804164"," 7.965350"," 7.683452"," 8.809233"," 9.446000","11.337545"," 7.000336"," 4.058677"," 9.510406"," 5.795677","10.274602"," 9.686122","12.010088"," 9.959031"
0," 8.475936"," 5.674706"," 6.939349","10.498061"," 5.722347"," 6.775526"," 8.207563"," 4.249147"," 4.441184"," 5.749738"," 5.223340"," 4.432466"," 9.697805","10.013009"," 7.324222"," 7.103012"," 4.731736"," 6.023049"," 8.558279"," 6.584189"," 7.855258"," 6.349978"," 6.136137","11.909018","11.175172"," 5.397713"," 7.329586"," 6.595723","11.777771"," 8.503141"," 6.105860"," 4.801313"," 6.490519"," 8.158794"," 7.720827"," 8.447590"," 9.673316","10.726048"," 5.643183"," 5.185867"," 9.192805"," 5.716689","10.281079"," 9.664970","11.647724","10.334249"
0," 8.515401"," 8.106945"," 7.058385","10.071663"," 5.988904"," 6.992375"," 8.024401"," 4.642129"," 4.954645"," 7.186233"," 6.123037"," 4.345322","10.399594","10.160665"," 6.161994"," 8.000152"," 4.626129"," 6.390131"," 7.571137"," 6.701136"," 8.008220"," 7.169774"," 6.065909","10.177867","11.181291"," 6.393608"," 7.869324"," 7.370312","11.673183"," 8.526440"," 3.838018"," 6.313400"," 6.646250"," 8.269912"," 7.425316"," 8.790050"," 9.096531","11.314337"," 6.633807"," 5.385323"," 9.799482"," 5.886667","10.624403"," 9.681829","11.882099"," 9.848262"
0," 8.972761"," 8.124047"," 7.029867"," 9.593474"," 5.710305"," 6.788767"," 8.195934"," 4.896772"," 5.342610"," 7.002628"," 5.671727"," 4.904740","10.382688"," 9.920801"," 5.954024"," 7.373871"," 5.297721"," 6.214785"," 6.926860"," 7.014412"," 8.889732"," 6.877754"," 6.272479","10.959834","11.410942"," 6.297633"," 7.571321"," 6.919768","11.591147"," 8.066636"," 2.907143"," 5.882343"," 7.087392"," 8.303993"," 7.535489"," 8.703816"," 9.030720","11.302231"," 6.970505"," 6.338059"," 9.692641"," 5.987470","10.748531"," 9.736074","11.923960","10.173786"
0," 7.506785"," 8.011946"," 6.283393","10.099909"," 5.781651"," 7.065068"," 8.198279"," 4.301377"," 4.939305"," 5.311882"," 6.557735"," 4.470540","10.164650","10.311355"," 6.225912"," 7.436047"," 3.316321"," 5.946947"," 7.823408"," 3.066800"," 7.899425"," 6.784917"," 6.038524","10.691031","11.111378"," 6.738877"," 7.472120"," 6.795735","11.866731"," 8.233150"," 4.416905"," 5.747701"," 7.281713"," 8.538024"," 7.359818"," 8.717847"," 9.587494","10.764942"," 5.809606"," 5.461615"," 8.520385"," 5.788343","10.644143"," 9.393421","12.101443"," 9.956362"
0," 7.724195"," 6.420124"," 6.222254","10.492479"," 5.372254"," 6.879943"," 8.316060"," 3.757320"," 4.839291"," 5.802973"," 6.386164"," 4.283178","10.704519","10.118461"," 5.684153"," 7.032860"," 3.939061"," 6.200055"," 7.868248"," 4.647490"," 8.000871"," 6.867190"," 6.068874"," 9.355036","11.037328"," 6.882439"," 7.649501"," 7.455834","11.925931"," 8.693013"," 3.595645"," 6.583455"," 6.508534"," 7.806651"," 6.957370"," 8.208588"," 9.528508"," 9.968694"," 6.942029"," 6.321023"," 7.685041"," 5.743910","10.596734","10.096949","11.856230"," 9.576337"
0," 8.764683"," 6.864541"," 6.918468","10.161916"," 5.421573"," 7.250061"," 8.756429"," 4.134530"," 4.958582"," 6.079256"," 6.123155"," 4.677573","10.407608","10.518317"," 6.672624"," 7.369177"," 3.846699"," 6.252981"," 7.308760"," 4.975013"," 8.348262"," 7.385144"," 5.955400","10.666814","11.406158"," 6.996702"," 7.908449"," 7.172237","11.782932"," 8.359652"," 5.487753"," 6.156244"," 6.868403"," 8.601892"," 7.714878"," 8.941488"," 9.187423","11.158715"," 7.003318"," 6.404144","10.216873"," 5.461615","10.013937","10.751413","12.060123"," 9.933125"
0," 7.146148"," 7.574298"," 6.991463","10.794834"," 6.148497"," 6.310758"," 8.271591"," 4.135783"," 5.059525"," 6.881277"," 6.940170"," 4.514087","10.428952","10.048920"," 5.613539"," 7.870376"," 4.854266"," 6.574037"," 7.724447"," 6.604554"," 7.647343"," 6.456393"," 6.096965","10.494393","10.956669"," 7.031117"," 8.821188"," 8.422874","11.716052"," 8.386707"," 2.981736"," 6.083848"," 6.427550"," 7.706876"," 7.089611"," 8.977805"," 9.502644","10.770173"," 6.422191"," 5.888834"," 9.611042"," 6.014897"," 9.874049"," 9.778119","11.791449"," 9.806293"
0," 8.843238"," 7.821703"," 7.404539"," 9.931091"," 5.764140"," 7.288755"," 7.715046"," 4.004512"," 4.893378"," 6.825255"," 5.495506"," 4.461849"," 9.817181","10.111122"," 6.880788"," 7.511979"," 3.732352"," 6.170648"," 6.995402"," 7.046042"," 7.848072"," 7.077206"," 6.034142","11.446501","11.481171"," 7.009614"," 7.313019"," 6.743736","11.752529"," 8.045102"," 6.684585"," 6.106104"," 7.044534"," 7.829383"," 7.885945"," 8.676184"," 9.165641","11.295466"," 6.587458"," 6.362437"," 9.145910"," 5.763226","10.356279","10.603035","12.111862","10.255714"
0," 8.088866"," 6.541456"," 6.658489"," 9.853811"," 5.679460"," 6.568388"," 7.808849"," 4.225147"," 5.226376"," 6.278216"," 5.232386"," 4.496177","10.561695","10.112835"," 5.285263"," 7.575091"," 3.709706"," 5.896018"," 7.697305"," 4.927641"," 7.669970"," 7.732747"," 5.774599"," 9.358508","11.023106"," 7.416914"," 7.811243"," 6.969575","11.721259"," 8.302570"," 5.788098"," 6.413071"," 6.350228"," 7.726266"," 6.875094"," 8.509746"," 9.283303","10.363529"," 6.335140"," 5.340423"," 9.104218"," 5.913463"," 9.958307"," 9.938255","11.712218"," 9.123753"
0," 7.793520"," 6.584441"," 6.233999","10.324407"," 5.486477"," 6.884093"," 8.281794"," 3.735958"," 4.447311"," 5.817963"," 5.907306"," 4.860057","10.439463","10.319698"," 5.361133"," 7.697979"," 4.363763"," 5.924333"," 7.478263"," 5.960829"," 7.702437"," 7.353509"," 6.163014"," 9.703134","10.978581"," 7.014154"," 7.413109"," 7.508866","11.979945"," 8.525603"," 5.816478"," 6.250584"," 6.672828"," 7.395799"," 7.075992"," 8.447891"," 9.627132"," 9.653937"," 6.532502"," 5.920801"," 7.202271"," 5.874256"," 9.729745"," 9.536407","11.831484"," 9.761552"
0," 7.069118"," 7.729951"," 7.253955","10.142528"," 6.715938"," 6.444604"," 8.201207"," 4.593208"," 4.500348"," 6.744607"," 6.306201"," 4.649756","10.336610","10.219195"," 6.397331"," 7.734005"," 5.712984"," 6.417921"," 7.147138"," 5.933981"," 8.575418"," 7.400408"," 6.218053","11.095225","11.419224"," 6.755767"," 7.838884"," 7.009702","11.752972"," 7.982073"," 4.807753"," 6.220544"," 6.369671"," 7.790239"," 7.907284"," 9.110519"," 9.087304","11.345943"," 6.681582"," 5.709079"," 9.635125"," 5.737219","10.380897"," 9.751226","11.970895"," 9.994824"
0," 7.984670"," 7.625952"," 7.613377","10.171126"," 5.939036"," 6.714882"," 8.410432"," 3.332845"," 5.374829"," 6.554759"," 6.139036"," 4.824127","10.389811","10.209431"," 6.311054"," 8.029686"," 4.434940"," 6.631248"," 7.251076"," 6.412730"," 8.250711"," 6.946681"," 6.394125","10.002825","11.250134"," 7.653729"," 7.699392"," 5.854585","11.640925"," 8.548486"," 3.159981"," 6.772005"," 6.475234"," 8.042259"," 7.720663"," 8.719300"," 9.312841","10.741131"," 6.789453"," 5.387710"," 8.535267"," 5.845583","10.525603"," 9.576145","11.755408"," 9.943890"
0," 8.834778"," 7.397566"," 7.902341","10.632208"," 6.245804"," 7.173695"," 7.991802"," 4.279433"," 4.834354"," 6.427603"," 6.837558"," 4.569523","10.067189","10.424398"," 6.514421"," 7.989637"," 5.867992"," 6.559476"," 7.494757"," 6.936170"," 8.540472"," 7.220176"," 6.114520","10.529524","11.244592"," 6.965451"," 8.334651"," 7.767801","11.422874"," 7.879030"," 4.172436"," 6.176061"," 5.744016"," 8.605626"," 7.716897"," 9.320674"," 9.252656","11.199957"," 6.105150"," 5.765450"," 7.920548"," 6.148392","10.535581","10.180601","11.843200","10.052375"
0," 8.443902"," 6.770378"," 7.316965"," 9.946951"," 5.814334"," 6.990064"," 7.783998"," 4.120841"," 4.928689"," 6.089828"," 6.046605"," 4.689712","10.489425","10.108615"," 6.695566"," 8.078333"," 3.774803"," 6.260223"," 7.601871"," 5.658068"," 8.322363"," 7.228574"," 6.090671","10.584149","11.412728"," 8.145524"," 8.134953"," 6.822618","11.553297"," 8.220142"," 6.126894"," 7.472500"," 6.893397"," 8.491782"," 7.679817"," 8.990765"," 8.821442","11.268196"," 6.692169"," 5.442712"," 9.180863"," 5.721299","10.353027"," 9.989605","12.058828"," 9.798924"
0," 5.788590"," 8.031356"," 6.453779","10.980098"," 5.884965"," 6.104221"," 8.570327"," 3.728037"," 5.416883"," 5.828972"," 8.429420"," 4.507997","10.931769","10.194212"," 5.323889"," 7.816057"," 3.750759"," 6.763558"," 7.374751"," 5.366047"," 8.224988"," 6.813120"," 6.335036"," 9.920369","11.151949"," 7.656748"," 9.461920"," 8.072237","11.427249"," 8.677735"," 4.757700"," 7.001492"," 7.399449"," 7.945895"," 7.144218"," 8.968548"," 9.413802","10.619830"," 6.728522"," 7.085909"," 8.060183"," 5.999506","10.252276"," 9.170179","11.745458"," 9.240022"
0," 8.822429"," 8.287918"," 6.878493"," 9.834929"," 5.762253"," 7.223081"," 7.949786"," 4.188107"," 5.010434"," 7.532851"," 5.194613"," 4.623754","10.247539","10.602790"," 5.856774"," 7.742444"," 5.334760"," 6.250676"," 6.922411"," 6.864775"," 8.214614"," 7.032746"," 5.800168","10.675861","11.156617"," 5.978309"," 7.009862"," 6.336077","11.594664"," 8.017696"," 5.705544"," 5.706539"," 6.805392"," 8.365253"," 7.331981"," 8.527781"," 9.066511","11.012759"," 6.126669"," 6.517914"," 8.118236"," 5.701192","10.712626","10.035365","11.938900","10.099016"
0," 8.023298"," 7.805357"," 7.287753","10.368555"," 6.174198"," 7.069892"," 8.166538"," 3.793842"," 5.616178"," 6.759811"," 6.395881"," 4.728569","10.329653","10.305318"," 6.186874"," 8.359367"," 4.187631"," 6.410059"," 7.698677"," 7.099883"," 8.344766"," 7.138264"," 5.856130","10.076036","11.124956"," 6.918188"," 7.870836"," 6.651261","11.638084"," 8.337743"," 5.683500"," 6.253909"," 6.887499"," 8.053866"," 7.547939"," 8.921377"," 9.403568","11.317487"," 7.047750"," 5.751984"," 8.880933"," 5.850361"," 9.832741"," 9.296380","11.886415"," 9.617414"
0," 8.356470"," 7.457020"," 7.926850"," 9.471254"," 6.600277"," 7.061040"," 7.609767"," 4.173638"," 4.797590"," 7.838615"," 5.711662"," 4.495243","10.217337","10.264580"," 6.425244"," 8.393160"," 5.356734"," 6.613603"," 7.301703"," 7.475493"," 7.828380"," 7.223549"," 6.003942","10.695589","11.669316"," 6.841304"," 7.625559"," 6.505910","11.387525"," 7.768206"," 7.650984"," 6.135629"," 6.349476"," 8.395883"," 8.048228"," 9.409848"," 8.794115","11.662805"," 7.014387"," 5.186667","10.230695"," 5.922734","10.252098","10.494306","11.978974","10.038158"
0," 8.399222"," 6.504149"," 6.907708","10.506660"," 5.744854"," 5.959709"," 7.980533"," 3.606722"," 5.604221"," 5.345384"," 6.126822"," 4.237744","10.919129","10.267639"," 6.132134"," 7.328741"," 3.498556"," 6.919097"," 7.256171"," 6.980825"," 7.836061"," 7.468522"," 6.087005"," 9.426762","11.253335"," 6.279313"," 7.669025"," 7.249516","11.492862"," 8.157968"," 3.259535"," 6.339650"," 4.706198"," 7.852422"," 7.218476"," 8.587883"," 9.201466","11.204096"," 6.974478"," 6.301887"," 7.940030"," 5.769170","10.603310"," 7.720632","11.575321"," 9.197166"
1," 9.161580"," 8.730258"," 6.796757"," 9.448552"," 6.429643"," 6.004550"," 7.770604"," 4.594458"," 5.928004"," 7.410393"," 5.247508"," 4.364364"," 9.859171","10.457229"," 6.876110"," 8.492503"," 5.793966"," 6.648939"," 6.937134"," 6.826995"," 8.672131"," 7.714396"," 5.931515","11.373008","11.441767"," 7.307838"," 6.196794"," 5.160762","11.232142"," 7.809779"," 3.682844"," 6.149602"," 6.644428"," 7.933488"," 7.877760"," 7.944216"," 8.472446","11.433191"," 6.977615"," 7.249509"," 9.601414"," 5.793796","11.026203","10.862670","11.858945","10.104152"
1," 8.558443"," 7.792242"," 6.845393"," 9.841405"," 6.667327"," 6.803560"," 7.389044"," 5.264300"," 5.116664"," 6.301827"," 6.199333"," 4.147641","10.093906","10.559181"," 6.587049"," 7.994762"," 4.147585"," 6.650795"," 7.065696"," 6.241461"," 8.473788"," 8.201175"," 5.886482","11.633860","11.607906"," 5.748656"," 7.581874"," 7.452090","11.535135"," 7.977576"," 4.686618"," 4.995707"," 7.645829"," 8.038119"," 8.049375"," 8.212207"," 8.761201","11.180047"," 7.292567"," 7.520124"," 8.464673"," 5.917873","11.220358"," 9.571253","12.297307"," 9.828560"
1," 8.953107"," 9.239671"," 6.930123"," 9.882032"," 6.266763"," 5.531047"," 8.755351"," 4.681861"," 5.055712"," 6.999634"," 6.046438"," 4.180388","10.507095","10.385057"," 6.800365"," 6.940006"," 5.415600"," 6.939582"," 6.828504"," 5.468685"," 8.100265"," 7.786555"," 5.948915","11.396756","11.378116"," 6.405834"," 7.415095"," 5.702531","11.346902"," 7.997373"," 4.278239"," 5.316751"," 6.872692"," 7.888168"," 7.682127"," 8.227321"," 8.774131","11.972575"," 8.562341"," 8.503849","10.278390"," 5.735874"," 9.812922"," 9.936860","11.911118"," 9.112272"
1," 9.325432"," 7.694144"," 8.552193"," 9.611452"," 7.429483"," 5.231676"," 7.817232"," 5.314634"," 5.188428"," 7.797756"," 6.317879"," 3.427325","10.112933","10.112616"," 7.261583"," 7.639545"," 6.975396"," 7.653036"," 7.089022"," 6.542881"," 8.372355"," 8.209642"," 5.985741","11.640997","12.156807"," 6.193112"," 6.861910"," 6.906641","10.511945"," 7.996207"," 6.474073"," 4.724893"," 5.973680"," 8.870355"," 8.404237"," 7.352348"," 8.492809","11.681641"," 7.238114"," 7.312821"," 8.934881"," 5.378824","10.809014","10.902246","11.801360","10.518939"
1," 9.361511"," 7.930657"," 8.016279"," 9.706397"," 6.887994"," 5.923122"," 8.140169"," 4.895582"," 5.003868"," 8.941269"," 5.605182"," 4.133580"," 9.768476","10.506152"," 6.644059"," 8.116115"," 4.795018"," 6.631943"," 6.976148"," 5.075278"," 9.466576"," 7.790804"," 5.622480","11.525463","11.557333"," 5.832011"," 7.378524"," 7.350232","11.349740"," 7.856354"," 5.428214"," 5.340228"," 6.879681"," 8.523655"," 7.922085"," 8.164431"," 8.915191","11.620289"," 7.829697"," 7.532291"," 9.955131"," 5.765359","10.567111","11.027556","11.964962","10.228857"
1," 9.439916"," 6.944592"," 7.759910"," 9.712929"," 6.241718"," 5.316930"," 7.628433"," 4.637861"," 5.135408"," 7.271422"," 3.079490"," 4.144436"," 9.712618","10.291326"," 7.510403"," 8.032788"," 4.209521"," 6.398001"," 7.290386"," 4.118581"," 8.475852"," 7.200554"," 6.107575","11.098191","11.521334"," 5.863023"," 6.339591"," 5.776011","10.777995"," 7.511698"," 4.523431"," 5.538464"," 7.073835"," 8.962136"," 8.280655"," 7.444379"," 8.852652","10.537030"," 8.655337"," 5.962510"," 9.420534"," 5.721111","11.130087","11.578370","11.727198","10.544469"
1," 9.189259"," 8.409278"," 6.611997","10.283914"," 6.476908"," 5.725393"," 7.983769"," 4.643681"," 5.759299"," 8.042245"," 5.692682"," 4.455892"," 9.985619","10.249241"," 6.256163"," 8.300994"," 5.332410"," 6.718025"," 7.376489"," 7.169962"," 8.063884"," 7.573770"," 6.087286","11.351499","11.594324"," 7.002534"," 7.343519"," 6.363454","11.446818"," 7.992619"," 4.303740"," 6.116063"," 6.688116"," 8.311399"," 7.798111"," 7.699021"," 8.798250","11.476826"," 7.353929"," 7.113309","10.612816"," 5.581430","10.672363","10.261891","11.865389","10.286369"
1,"10.601227"," 8.542738"," 7.740087"," 9.125161"," 6.587491"," 6.057709"," 7.251045"," 5.810914"," 5.548930"," 9.351239"," 4.879437"," 4.439660"," 9.882172","10.655508"," 6.428330"," 7.161802"," 3.855076"," 7.476010"," 6.459427"," 8.359061"," 9.814022"," 8.026110"," 6.100296","11.320935","11.766620"," 6.456329"," 5.997268"," 6.282018","11.135019"," 7.853775"," 5.537594"," 5.306705"," 7.330025"," 8.380379"," 7.646930"," 8.420755"," 8.444847","11.669048"," 6.886888"," 6.610242","10.847158"," 6.211220","11.205633"," 9.599107","12.093533"," 9.831108"
1," 9.180380"," 8.702131"," 7.671077"," 9.465014"," 6.698285"," 5.672068"," 7.462361"," 4.994334"," 5.336990"," 9.626375"," 5.301704"," 4.082923"," 9.689474","10.637774"," 6.448079"," 8.402134"," 4.921091"," 7.419962"," 7.139830"," 8.075701"," 9.692963"," 7.647132"," 5.552137","11.224222","11.639025"," 5.324867"," 7.138762"," 7.230383","10.844217"," 7.490770"," 7.489680"," 4.704403"," 7.596898"," 9.354591"," 8.084552"," 7.698928"," 8.725798","11.277327"," 7.082878"," 7.032719","10.881194"," 5.758211","10.957574","10.743061","11.900408","10.333737"
1," 8.828505"," 7.431002"," 7.717698"," 9.623834"," 6.922960"," 5.167945"," 7.033119"," 4.353350"," 5.729940"," 5.317823"," 3.547911"," 4.606637"," 9.627134","10.158978"," 7.788886"," 8.514683"," 6.255253"," 7.250859"," 6.754498"," 7.315282"," 9.062051"," 8.108477"," 6.061720","11.538207","11.524518"," 6.063090"," 7.187752"," 4.981095","10.687188"," 7.820966"," 7.263389"," 4.598805"," 6.527025"," 8.255227"," 8.026537"," 8.172603"," 9.053257","11.525606"," 6.829145"," 3.546672"," 9.894128"," 5.531330","10.935325"," 9.561159","11.794493"," 9.765878"
1," 8.051231"," 8.883518"," 6.673699"," 9.669349"," 6.093566"," 5.390048"," 7.740407"," 4.478378"," 5.489144"," 8.374027"," 5.371808"," 4.241693","10.100881","10.328594"," 6.589094"," 9.854095"," 4.945030"," 7.141598"," 6.672739"," 7.326617"," 8.251587"," 7.933294"," 5.861385","10.795450","11.060390"," 7.840237"," 7.109212"," 7.668112","10.907461"," 8.358179"," 3.499154"," 6.570242"," 6.981855"," 9.048816"," 7.453501"," 7.979912"," 8.351579","10.243536"," 7.268798"," 6.528215"," 9.747045"," 6.032787","11.126166","10.729861","11.821073"," 9.401015"
1," 8.978193"," 8.482117"," 7.392448"," 9.104415"," 6.728754"," 6.202723"," 7.468398"," 4.814487"," 5.089457"," 7.468527"," 4.246216"," 4.130294"," 9.611624","10.563716"," 7.314330"," 8.931241"," 4.605139"," 7.168874"," 6.935504"," 7.540103"," 8.592268"," 7.502112"," 6.063274","11.961454","11.963433"," 5.940305"," 6.077876"," 6.205645","11.194756"," 7.317551"," 7.043705"," 5.294163"," 7.539227"," 8.785466"," 8.386135"," 7.763218"," 8.602042","11.179614"," 7.384773"," 7.386668"," 9.324692"," 5.661052","11.831742","10.114235","12.204613","10.464353"
1," 9.141954"," 9.410613"," 6.903619","10.456390"," 6.517121"," 6.668840"," 7.762323"," 5.000563"," 4.671437"," 5.229044"," 6.699285"," 4.124762","10.086917","10.274237"," 5.722235"," 8.035184"," 3.597600"," 6.499481"," 6.794144"," 8.016532"," 8.190212"," 7.256827"," 6.097307","10.995531","11.344140"," 7.190076"," 8.357918"," 8.287674","11.420403"," 8.330901"," 6.511568"," 5.768906"," 6.513316"," 8.096156"," 7.349086"," 9.136785"," 8.821474","11.136967"," 6.984309"," 7.415083"," 8.265377"," 5.786619","10.615025"," 9.203486","11.804876"," 9.319986"
1,"10.052160"," 7.985941"," 8.041858"," 9.116456"," 6.403113"," 5.802155"," 7.313219"," 4.936999"," 5.371868"," 9.044093"," 5.306012"," 4.266342"," 9.476123","10.384216"," 7.626728"," 9.343480"," 5.709940"," 7.624843"," 6.319464"," 7.750092"," 9.293474"," 7.520214"," 5.732775","12.030247","11.912393"," 6.355405"," 6.327739"," 5.903762","10.792054"," 7.162109"," 5.746773"," 5.565754"," 7.703962"," 9.765469"," 8.646897"," 7.485520"," 8.467980","11.479156"," 7.124199"," 6.554633","10.321028"," 5.718584","11.919087","10.878431","12.109312","10.532981"
1," 9.324638"," 6.495741"," 7.737473","10.074295"," 6.708687"," 5.648670"," 7.840597"," 4.936595"," 4.244790"," 7.528182"," 7.016174"," 3.880792"," 9.246752","10.451828"," 7.551342"," 7.757548"," 4.226725"," 6.775085"," 7.358740"," 4.412703"," 7.311275"," 7.916443"," 5.739481","11.871644","11.923482"," 5.885578"," 6.991996"," 7.152747","11.231215"," 7.563878"," 6.137292"," 5.103501"," 6.773260"," 7.894963"," 8.343347"," 7.660251"," 9.127962","11.119118"," 6.811649"," 6.378349"," 9.204631"," 5.546448","10.755987","11.200781","11.975949","10.791743"
1," 9.461565"," 7.286003"," 7.617903"," 9.527178"," 6.009121"," 5.795617"," 7.734929"," 4.463759"," 5.272590"," 7.647485"," 5.497658"," 4.002205"," 9.425975","10.385772"," 7.738003"," 7.796691"," 4.081201"," 6.556496"," 6.862355"," 7.028624"," 8.460352"," 7.285107"," 5.909265","12.546448","11.764639"," 6.036954"," 6.720352"," 6.291076","11.133031"," 7.391970"," 4.664798"," 5.117819"," 7.339095"," 9.088766"," 8.323401"," 7.079441"," 8.828035","10.879757"," 6.772113"," 7.410269"," 9.355115"," 5.565604","11.127640","10.456172","11.986192","10.848067"
