"","Group","ACTB","ARID4B","ASXL1","ASXL3","ATAD2B","ATF2","ATR","BAZ1B","BAZ2A","BRCA1","BRD1","BRD2","BUB1","CDC6","CDK2","CHAF1A","CHD1","CLNS1A","CSNK2A1","CTBP2","CUL4B","DAPK3","DAXX","DNAJC2","DZIP3","E2F6","EID1","EP300","ERBB4","EXOSC2","EXOSC7","EXOSC8","EYA1","EYA4","EZH1","GADD45B","GATAD1","HDAC3","HDAC4","HDAC6","HMG20B","HMGB1","HUWE1","ING2","JMJD6","KAT5","KAT6A","KDM4A","KDM4B","KDM4C","KDM5A","KDM5B","KDM6B","L3MBTL1","MACROH2A1","MBD4","MBTD1","MSL3","MTF2","MYO1C","NAP1L1","NCOA2","NCOR1","NCOR2","NEK9","NFRKB","NFYC","NIPBL","NPAS2","NPM1","PARP2","PELP1","PHC3","PHF14","PHF8","POGZ","PRDM2","PRKAA1","PRKAB2","PRKAG2","PRKCA","PRKDC","PRMT1","PRPF31","RAD54L2","RAG1","RBBP5","RNF8","RRP8","RYBP","SAFB","SAP30","SATB2","SENP3","SET","SETD1A","SETD1B","SF3B1","SFPQ","SMARCA4","SMARCA5","SNAI2","SP1","SRCAP","SRSF3","SYNCRIP","TAF5L","TAF6L","TDRD3","TDRD7","TLE2","TLE4","TLK2","TP53BP1","TRIM24","TRIM33","TRRAP","UBE2N","UBR2","USP46","VDR","YWHAE","YWHAZ","YY1","ZMYND8","ZNF592"
"88",1,13.858449,8.918237,8.95942,2.93362,9.55113,7.077471,8.770927,9.74068,7.38013,7.649535,9.167297,10.158972,4.378981,2.151659,7.156895,6.275503,10.16841,10.218607,8.004609,10.668463,8.844664,4.487283,8.667257,9.62831,5.231096,6.405917,10.135666,11.07844,2.550281,6.961807,8.658212,10.244461,3.119688,2.333777,10.644008,10.017725,8.664888,8.714992,11.033916,8.953458,5.167103,10.970523,12.927152,7.657824,10.532185,8.252512,11.315342,6.103379,7.68805,6.646519,10.734827,8.68105,9.966129,5.045113,12.261872,9.976143,3.265202,11.386178,8.617809,7.308646,11.686764,8.565959,9.662432,9.691739,9.689575,9.54552,11.752528,10.755507,4.641078,11.893084,7.04163,7.069581,5.778459,3.018875,9.366967,6.359698,10.144536,8.21908,4.25236,8.015678,3.25595,10.813164,8.09224,5.791392,6.027054,3.726737,9.449131,7.611951,4.884742,10.368456,6.498559,9.12231,3.97053,4.330778,10.951704,6.816278,10.912289,11.226294,11.337616,5.88952,10.640401,2.095129,7.673096,5.507569,10.392193,10.312461,7.839561,4.270595,8.095651,9.912643,5.712093,11.090541,8.176454,8.881515,4.733311,10.933169,7.305335,8.297481,11.968039,3.726116,5.848629,11.296731,11.638676,11.022257,7.832241,8.506081
"89",1,13.792518,8.838416,9.121239,2.220606,8.857688,5.934248,8.802527,10.551871,7.826799,7.382515,9.062245,10.690951,3.986537,1.916842,6.564055,6.60877,10.048161,10.094273,8.129871,9.930483,8.526556,4.101956,9.316861,9.447858,5.306739,6.567989,9.797969,11.010902,2.16608,7.982173,8.828924,10.268684,2.559214,2.459487,10.629716,10.477961,8.535217,8.995584,10.65601,8.973463,5.243289,10.739576,12.801876,7.062538,10.423945,8.718002,11.27919,6.560995,8.04578,7.055062,10.885581,8.320274,9.63654,5.201924,11.980385,9.986289,3.330765,10.718553,8.673441,7.372778,11.84335,8.066438,10.006871,10.130694,9.675015,9.783862,12.018493,10.46229,3.962067,12.20023,7.160515,7.466476,5.831391,3.552642,9.80261,6.365592,10.374276,8.049646,4.292616,7.909378,2.911989,10.39851,8.588314,5.969924,6.953968,3.491906,9.659238,7.888346,5.519092,9.447472,6.516454,7.946947,5.043035,5.070833,11.377205,7.389034,11.000773,11.367942,11.700733,5.892402,10.669618,2.030015,6.966716,5.512691,10.434033,11.033012,7.962838,3.583231,8.419024,9.96162,5.778907,10.969957,7.857535,9.039928,4.756054,11.331706,8.436043,8.175943,12.055371,3.211357,6.740029,11.39438,11.36882,10.944988,8.167271,8.583639
"90",1,13.764127,8.408419,9.246718,2.51441,8.388548,6.177365,8.360175,10.421523,7.965152,7.805174,8.556483,10.972265,4.784532,1.784086,6.595187,6.98254,9.391273,10.31932,7.955545,10.053459,8.24055,4.891595,9.465095,9.18517,5.376686,6.722698,9.205029,10.668486,2.152874,8.190815,8.952789,10.364274,2.465149,2.400533,10.969141,10.422189,8.512257,9.534491,10.681319,9.525006,5.339917,10.697081,12.809844,7.043837,10.802888,9.10626,10.956196,6.915441,8.459775,6.887924,10.863154,8.914251,9.726457,5.966083,12.022437,9.949942,3.012768,10.479351,8.64047,7.154162,11.777704,8.206255,9.888475,10.683167,9.945114,10.159792,11.974404,10.699936,3.81556,11.806694,7.316836,8.088213,5.232745,3.34447,9.665993,6.079704,10.460776,8.052642,4.635083,8.124113,3.557831,10.61327,8.750231,6.427662,7.809099,3.447342,9.635335,8.17501,6.225836,10.324591,6.087283,8.571266,4.749947,5.525523,11.074991,7.698474,11.013868,11.063804,11.699694,6.030748,9.865935,2.549401,6.794107,6.044823,10.262727,10.999742,7.676114,4.70279,8.238858,9.501659,5.917276,10.340939,7.856053,8.835601,4.61267,11.35221,8.674947,8.255447,11.958716,3.162814,6.989787,11.436923,10.764679,10.349062,8.4354,8.692177
"91",1,13.789121,8.372421,9.13004,2.630989,9.36109,6.336342,8.680521,10.426534,6.819928,7.241785,8.776038,10.804456,4.484571,2.19487,7.254254,6.489728,9.721796,10.486099,8.12375,9.702032,7.900803,4.490754,9.278048,9.426931,5.72924,6.696767,9.690805,10.609667,2.372329,8.016785,9.074185,10.618214,2.612246,2.456067,10.756817,9.906571,8.805376,9.296076,10.389446,9.160309,5.129101,10.799057,12.907073,7.04491,10.342536,8.874042,10.475367,6.401597,7.15236,7.555375,10.399092,8.07752,9.485806,5.558334,11.988518,9.655776,3.116256,10.450306,8.414429,7.07183,12.049947,7.719749,9.810375,9.864051,9.747248,9.975584,11.768966,10.393604,4.30535,12.190541,7.501149,7.811703,5.599793,2.554489,9.669158,6.259292,10.191795,7.802846,4.788159,8.327185,2.900246,9.993012,8.846016,6.080607,6.715328,4.496499,9.682088,8.039889,5.655165,10.469406,6.311964,8.1924,4.592656,5.211218,11.340735,7.449426,10.887907,11.309071,11.721689,5.923868,10.362417,2.295772,6.976113,5.48483,10.539084,11.011488,7.83338,3.875504,8.408974,9.683006,5.790001,10.517874,7.880856,8.885277,4.448107,11.10236,8.037754,8.223151,11.640749,3.579866,5.6823,11.358843,11.417561,10.849217,7.944916,8.186623
"92",1,13.822376,8.575246,9.091442,2.325346,9.422039,6.181755,8.374924,10.226028,7.680064,7.824091,9.214304,10.702173,4.437203,2.226804,6.939262,6.878674,10.061559,9.870463,8.519543,10.252656,8.527404,4.460435,9.18296,8.914053,4.739016,6.568299,9.726012,11.258139,2.204435,7.42011,8.845539,9.72377,2.417919,2.257836,10.531382,10.3295,8.421526,9.302321,10.973719,8.810603,5.440288,10.577096,12.763022,7.143698,10.520568,8.91218,11.03271,6.693546,8.106453,6.844888,10.771503,8.767198,10.316536,4.701772,12.249469,10.005367,3.066454,10.931949,8.554589,7.432232,11.760721,8.573867,10.011378,10.488325,9.891476,9.7233,12.009918,10.76181,4.386651,11.537895,6.796482,7.521994,5.506392,3.437324,9.893081,5.899703,10.035708,7.948706,5.009447,8.698584,3.574081,10.789543,8.34167,6.299603,6.574176,4.138593,9.75968,7.620318,5.403552,10.127064,6.57696,9.564193,5.194717,5.062899,11.071716,7.600979,11.18628,10.981644,11.30419,6.215044,10.606546,2.153426,7.841656,5.685691,10.272297,10.502057,7.887478,4.290533,7.883311,9.922455,5.492053,11.026403,8.145805,8.689511,4.809251,11.049294,8.332498,8.090175,11.959233,3.423826,7.436243,11.580358,11.637675,11.058171,8.52754,8.98324
"93",1,13.929613,8.728051,9.238619,2.563651,9.828375,6.616746,8.96742,10.357894,6.999072,7.274252,9.620661,10.41914,4.392759,1.807323,6.947258,6.339824,10.373443,10.154878,8.239694,10.232964,8.764709,4.514418,8.88577,9.678546,4.989097,6.422437,9.848946,11.262154,2.173463,7.487207,9.241683,10.427035,2.531987,2.43382,10.515275,9.888715,8.745607,9.127514,10.653021,8.736071,5.073365,10.683645,12.988795,7.719621,10.369246,8.696153,11.158475,6.403723,7.546431,6.837122,10.709794,8.802357,9.80165,5.320926,12.281224,9.773808,3.193585,10.861129,8.50293,7.355072,11.874339,8.786761,9.800281,10.028346,9.790805,9.649366,11.966293,10.699875,4.449016,12.120862,6.809899,7.450054,6.248757,4.685185,9.710076,5.87278,10.119477,7.995615,4.252666,8.100285,3.182315,11.16082,8.040489,5.877546,6.443169,4.095836,9.487084,7.595813,5.319609,10.087605,6.418123,10.233125,4.949541,4.659331,11.375165,7.177078,11.227309,11.230546,11.588427,5.746246,11.145863,1.898538,7.453854,5.460562,10.243271,10.477889,8.406182,3.672417,7.937478,10.028022,5.079551,11.128509,8.188059,8.665183,4.393886,11.07736,7.899009,7.719891,11.812262,3.381407,6.411659,11.436998,11.717655,11.298826,8.150762,8.44863
"94",1,13.618284,9.395798,9.15304,2.135777,8.093522,5.05434,9.245663,9.729402,7.142071,7.236429,9.471111,10.90161,4.784392,2.326589,5.107322,6.54878,9.741604,10.774773,7.524654,10.424463,8.730687,4.596463,8.739204,10.251106,5.452152,6.328579,10.201412,10.917709,2.520249,8.076847,9.093196,11.000406,2.667919,2.375583,10.680805,9.832877,8.742465,9.249384,10.495821,8.391749,5.720706,11.227324,12.73641,6.88628,10.529791,8.720231,10.446919,6.633057,8.799804,7.473153,10.226111,8.058382,9.571662,5.430534,11.635974,10.052383,3.807682,10.268622,8.819433,8.005218,12.080441,7.756763,9.238287,9.512846,8.981792,9.593022,11.429753,10.3525,5.145888,12.372993,7.549578,7.901793,4.922345,4.246072,8.955994,7.362418,9.727825,8.553945,4.629756,7.825487,3.884385,10.624809,8.587789,6.606214,6.837511,3.786172,8.085258,6.54966,5.446083,10.183346,6.790321,8.482989,2.861936,5.340114,10.435578,7.521597,10.776344,11.680082,11.986915,6.436164,11.106076,1.955622,5.545275,5.251229,10.143511,11.308311,7.891496,4.079598,8.698696,9.862784,6.354541,10.684763,7.659954,8.801016,4.53623,11.277148,7.554779,7.511009,11.967326,2.937615,5.905601,10.881332,9.987957,11.080533,8.520362,7.362676
"95",1,13.775271,7.769177,9.494299,2.23239,10.083889,6.445093,9.516728,9.934939,6.055585,7.312122,9.733356,9.965499,5.844765,2.608163,7.486961,6.404335,10.289276,11.120765,7.875454,10.091405,8.825896,3.803633,8.539876,10.258763,5.975093,6.734195,10.805081,10.544622,2.143441,8.114597,9.495059,11.550725,2.458167,2.37133,10.48867,10.063641,8.825272,8.968142,10.545775,8.621538,4.927676,11.012496,13.118199,6.993189,9.528216,8.157184,10.559,6.230674,6.888127,7.28983,10.203835,7.91694,8.848758,6.093295,12.229588,9.759598,2.913943,10.732694,8.446919,6.957731,12.363035,7.382327,9.934314,9.359788,10.010186,9.648031,11.637461,10.429537,5.445691,12.711268,7.752369,7.329712,5.737183,5.239692,9.589358,6.007968,9.666115,7.881713,5.005707,7.982253,3.181439,9.637178,8.213915,5.765001,6.595287,5.141428,9.11481,8.243858,6.15499,9.604253,5.935102,8.335833,4.557042,5.245635,11.252095,7.080528,10.866954,10.799796,12.113577,5.149584,11.422466,2.229334,6.257941,5.259421,10.649498,10.604504,8.542618,4.2645,8.848688,9.949766,5.801178,11.054096,7.992582,8.45418,4.340144,10.714304,8.412606,8.499861,11.524098,3.256727,5.612435,11.468714,11.469269,11.388927,7.614943,7.32971
"96",1,13.768274,8.632601,9.782508,2.39176,9.680927,6.728892,9.101095,10.551804,6.93699,7.300126,9.422103,10.383873,4.238727,2.141146,7.177771,6.134244,10.161941,10.418392,8.151805,9.671908,8.389651,4.186154,8.967494,9.806921,5.692789,6.55642,10.231545,11.308907,2.151118,8.260984,8.984348,10.934996,2.266006,2.333745,10.574547,9.776787,8.911061,8.982446,10.293576,8.726971,5.026048,10.696222,12.853155,7.365913,9.953269,8.392591,10.520612,6.362401,7.061992,7.208839,10.299156,7.970704,9.664587,5.364924,12.09577,9.567213,3.883432,10.769212,8.454742,7.301473,12.095979,7.728766,9.642433,9.853004,9.810464,9.929828,11.975356,10.563486,4.253273,12.283037,7.626441,7.397314,5.772162,3.633196,9.7966,6.500824,10.385019,7.79471,4.221854,7.594132,3.380969,10.428843,8.497985,5.494223,6.241977,5.216812,9.92637,7.935505,6.130567,9.440937,6.542055,8.170938,4.473362,4.985838,11.426123,7.669037,11.14235,11.294571,11.810518,5.689423,11.093358,1.711855,7.226291,5.327296,10.466259,10.825381,8.373613,3.944421,8.029601,9.608598,5.790424,11.001702,7.753146,9.079702,4.515026,10.826629,8.039251,8.215175,11.682005,3.115541,6.381483,11.515598,11.635855,11.11449,8.034081,8.188224
"97",1,13.791813,8.542956,9.355144,2.9296,9.182036,6.834823,8.634481,10.584917,6.930242,7.082468,9.311561,10.583628,5.582302,3.155717,7.325291,6.651617,9.856292,10.121474,8.330205,10.252104,8.181233,4.586421,9.302424,9.413958,5.656775,6.69697,9.882015,10.897354,2.186269,7.960831,9.249822,10.498652,2.621034,2.212886,10.492446,9.820299,8.833039,9.150232,10.085425,9.160956,5.316001,10.636712,12.959585,7.669714,10.188666,8.872399,10.842844,6.473418,7.110116,7.162026,10.56483,8.214457,9.722347,5.387063,12.038506,9.722124,3.272855,10.512569,8.34493,7.426871,11.960303,7.951521,9.902205,10.051513,9.760363,10.096226,11.817333,10.536789,5.238416,12.159306,7.199718,7.859641,5.553666,3.434821,9.657817,6.069675,10.184907,7.880016,3.657245,8.269562,3.510787,9.933792,9.010935,6.387816,6.585214,4.487941,9.503815,7.743218,5.124104,10.724981,6.601295,8.186402,4.572397,5.011453,11.266467,7.843386,11.10377,11.138038,11.615476,5.768449,10.761337,2.259112,7.130269,5.727726,9.992266,10.942937,7.847642,4.310339,8.276634,9.33025,6.014321,10.729273,7.973357,8.788201,4.834007,10.886716,8.25568,8.344648,11.761211,3.771014,6.298096,11.393112,11.546026,11.117265,7.989964,8.672573
"98",1,13.742917,8.583346,9.065788,2.123745,9.141745,6.264557,8.481033,10.492058,6.477502,7.541768,9.347353,10.767736,4.398971,2.073824,7.024311,6.510199,9.782114,10.359329,8.691658,9.680748,8.583365,4.273742,9.130962,9.314912,5.595332,6.401125,9.909397,11.101924,2.200902,7.910716,9.015752,10.439503,2.371373,2.33666,10.376803,10.144354,8.621667,9.398955,10.29692,8.630202,5.248881,10.65257,12.773801,6.904698,10.429349,8.966391,11.013109,6.347447,7.409885,6.912715,10.812058,8.375073,10.086106,5.719416,12.060054,10.194943,3.385783,10.482431,8.724539,7.228235,11.936438,8.212284,9.859135,10.059243,9.700753,9.9253,12.026164,10.306285,4.495983,12.27957,6.951371,7.680587,5.630877,3.653599,9.986215,6.16781,10.362701,7.578153,4.113522,8.250217,3.635733,10.202082,8.739182,5.990259,6.332625,4.465794,9.935006,7.715748,6.127567,9.569794,6.616284,7.865327,4.148808,5.291527,11.354054,7.714535,11.18326,11.225597,11.684599,6.108309,10.875752,2.185373,6.926276,5.594287,10.401872,10.944558,8.271586,3.476182,7.704672,9.655693,5.492413,10.903513,7.834267,8.77019,4.920877,11.102006,8.329004,7.876407,11.911401,3.487489,6.356306,11.433959,11.528184,11.098641,8.169628,8.731608
"99",1,13.800274,8.648028,9.279601,2.830354,9.17938,6.110088,8.526709,10.507387,7.632978,7.039998,9.038966,10.663953,4.556999,2.413078,7.0764,6.64532,9.933572,10.093998,8.260308,10.030419,7.921782,4.375867,9.215217,9.147196,5.537719,6.636511,9.540751,11.118657,2.325961,8.144962,8.757566,10.440205,2.515568,2.628332,10.541367,10.550598,8.198144,9.145983,10.828668,8.634233,5.145616,10.54109,12.68711,6.766712,10.544881,8.847606,10.958431,6.241239,7.942774,6.821198,10.492065,8.412443,10.205001,5.50998,12.019498,9.706835,3.463731,10.993482,8.27819,7.337061,11.911554,7.893528,9.768802,10.15427,9.982025,9.941645,11.942887,10.634942,5.35976,12.051122,7.461789,7.874612,5.724177,2.410638,9.650323,5.966193,10.189185,7.820006,4.418965,7.717577,3.351259,10.359746,8.737686,6.347736,6.422498,3.734226,9.614397,8.003249,5.794174,9.671782,6.653214,8.266819,4.683354,4.803827,11.246194,7.699718,11.066025,11.043309,11.54823,5.856535,10.378268,2.170513,7.088244,5.706621,10.674803,11.084861,7.879,3.702502,8.210062,9.718979,6.451642,10.820688,7.977911,8.576909,4.893706,11.184654,8.286964,8.180485,11.726401,3.741641,6.367987,11.545968,11.648633,10.932155,8.172094,8.92991
"100",1,13.760658,8.467364,9.167996,2.48428,9.507805,6.562002,8.450495,10.686632,6.84209,6.818533,9.40595,10.530476,4.535417,2.069764,6.819554,6.439828,10.00675,10.481215,8.520062,9.62672,8.434174,4.289371,9.044998,9.436144,5.018626,6.541315,10.198254,10.998466,2.175445,7.861771,9.185495,10.469702,2.689544,2.661915,10.166896,10.24568,8.763044,9.103694,10.374783,8.537589,5.553352,10.860934,12.766489,7.220451,10.056871,8.710763,11.221979,6.126008,7.463047,6.988551,10.778474,8.358214,10.001872,5.30957,12.154238,9.966514,3.292244,10.499331,8.637783,7.259597,12.126444,8.008216,9.870715,9.912564,9.87502,9.724675,11.990266,10.419644,4.944597,12.358299,7.411522,7.755808,5.686029,3.415758,9.902189,6.199782,10.117176,7.134007,4.656324,8.29598,3.143221,9.8087,8.661985,6.08887,6.195044,4.386701,9.930883,8.015987,5.898698,9.597761,6.712952,8.036313,4.798955,4.774921,11.496854,7.766765,11.26876,11.159667,11.659261,5.944895,10.93732,1.828597,7.6257,5.397985,10.759012,10.970165,8.376608,3.473203,8.240161,9.707408,5.691165,11.156873,7.914982,8.826206,4.756399,10.775555,8.29221,8.109072,11.741884,3.370484,6.314655,11.637864,11.758608,11.296196,7.968788,8.314955
"101",1,13.92583,8.165731,9.16327,2.619008,9.795925,6.89789,8.779376,10.209763,7.174687,7.53558,9.510632,10.568223,4.060574,1.931172,6.982632,6.705381,10.1128,10.054313,8.326788,10.22492,8.306619,4.412456,8.971664,9.22697,5.635177,6.378645,9.859955,11.073164,2.283439,7.269735,8.662467,10.610158,2.732105,2.218124,10.579832,9.873688,8.831009,9.019737,10.289665,8.546507,5.040905,10.55012,12.647905,7.201265,9.731029,8.742333,11.204606,6.366517,7.407354,6.96015,10.682632,8.499871,9.887125,5.437466,12.393862,10.003119,3.047459,10.579478,8.643658,7.129473,11.926293,8.255914,10.027151,9.912337,9.899592,9.774638,12.091886,10.798631,4.883143,12.017403,7.699108,7.390871,5.940913,2.940561,9.786201,6.304277,10.091165,7.846816,4.425598,8.225382,3.535592,10.416557,8.377421,6.140551,6.725909,4.221038,9.80606,7.758369,5.438161,9.821552,6.46914,8.177086,5.091284,4.84382,11.362949,7.00885,11.11202,10.987361,11.641676,6.034628,11.005906,2.232288,7.535854,5.394396,10.301361,10.271011,8.239668,3.877851,8.135502,9.794473,5.312558,11.092171,8.098109,8.843031,4.425665,11.069775,7.848722,7.95103,11.692825,3.295264,6.795339,11.66189,11.73416,11.350154,8.266212,8.392964
"102",1,13.873896,8.575809,9.030301,2.317129,8.972425,6.387568,8.013805,10.273734,8.00482,8.286398,9.090228,10.458814,3.862863,1.507458,6.872168,6.96681,10.031095,10.180535,8.45402,10.329217,8.718647,4.779615,9.509837,9.169194,5.418753,6.415363,9.678506,10.988886,2.381738,7.578522,8.781993,9.953171,2.774753,1.953336,10.788981,10.6266,8.413451,9.30066,10.559258,8.384557,5.844878,10.799311,12.592348,7.578431,9.965461,9.043793,11.037562,6.486513,8.3194,6.819039,10.926438,8.918462,10.435142,5.166388,12.358069,10.242582,3.397566,10.942253,8.754671,7.193941,11.580066,8.426979,9.86708,10.520927,9.936105,9.965931,12.084994,10.811419,4.287739,11.788597,7.076042,7.130705,4.900736,2.706124,9.842079,6.329582,10.194645,8.100282,3.749981,8.277399,3.020368,10.558844,8.325357,6.128413,6.479203,4.310948,9.861158,7.912131,6.004614,10.171406,6.749283,9.058693,4.26447,4.891242,11.209802,7.336713,11.371313,10.963167,11.504683,6.101309,10.375386,2.481449,7.496202,5.853961,10.165773,10.413595,7.802963,4.027441,7.810844,10.019871,5.435092,11.008107,8.489005,9.062524,4.720417,11.201315,8.066736,7.893869,12.117824,3.940514,6.658191,11.516633,11.628436,11.103513,7.960013,9.189216
"103",1,13.85063,8.107342,9.339684,2.463376,8.489074,6.369234,8.218135,10.272114,8.121284,7.454421,9.178891,10.691969,4.425665,2.160404,6.649406,6.458824,9.465489,9.725256,8.406322,10.191001,8.485726,4.509866,9.338012,8.467174,4.735504,5.852277,9.23684,11.090664,2.579806,7.102992,8.445617,9.876673,2.581136,2.43659,11.110516,10.557467,8.116596,9.573636,10.237154,9.544839,5.67395,10.033363,12.79485,7.351241,10.658576,9.242367,10.800833,6.583751,8.497433,6.521936,10.938701,9.149072,10.135745,5.834365,12.117826,9.79035,3.251729,10.671828,7.732728,7.570655,11.533219,7.893158,9.961274,10.516015,9.735737,10.082061,12.026942,10.719411,3.993949,11.51456,6.851925,7.51547,4.996405,1.888705,9.963612,5.890185,10.007322,7.531292,4.896828,7.778229,3.515685,10.929823,8.455197,6.111299,7.054743,4.00707,9.115421,7.567207,5.07229,10.30803,6.711849,8.078283,2.884895,4.616328,10.953992,7.870697,11.40763,10.587902,11.615972,6.413485,9.882888,2.497363,7.090099,5.930265,9.892958,10.539445,7.504719,4.264065,7.571282,9.669257,5.751707,10.651532,8.069082,9.164744,5.083636,11.331144,8.154058,7.922582,12.307175,3.949697,6.90538,11.369497,11.246584,10.954201,7.972925,9.25967
"104",1,13.873896,8.704809,9.118242,2.704567,9.065224,6.500425,7.62222,9.937128,7.344243,7.425072,8.88345,10.518756,3.400898,2.208734,6.757534,6.565824,9.842287,9.73301,8.17,10.282098,8.342818,4.909334,9.248373,9.206774,5.084439,6.114951,9.45278,11.069934,2.5134,7.083612,8.446356,10.159882,3.250665,2.397547,10.725527,9.889465,8.695589,9.142298,10.616607,8.808945,5.287844,10.62677,12.721118,7.306304,10.549253,9.02271,10.868329,6.394353,8.067211,6.883284,10.583482,8.757311,10.488608,5.381451,12.154233,9.827855,3.408622,10.860268,8.300224,7.42122,11.543915,8.196511,9.58478,9.983442,9.670966,9.649323,12.016705,10.773653,4.926864,11.603185,6.442101,7.743489,5.270611,3.324166,9.569464,6.275894,10.294301,7.617494,4.337804,7.800111,3.477693,10.593478,8.511422,6.113683,6.652681,4.454777,9.600449,7.646367,5.379324,9.684167,7.024645,8.491566,4.691301,4.584136,10.990843,7.184222,11.244347,11.174492,11.366351,6.128766,10.193693,2.192764,7.3302,5.933165,10.123362,10.6213,7.777157,3.740666,7.647124,9.843202,5.576556,10.935685,8.156901,9.014646,4.919595,11.014383,7.977221,8.035005,12.053888,4.030893,6.391398,11.313465,11.196703,10.839379,7.866655,8.975827
"105",1,13.815861,8.445873,9.073658,2.563651,9.199713,6.485977,8.759898,10.401399,7.172996,7.521129,9.465803,10.653747,3.61349,2.476651,7.344811,6.073393,9.840392,10.098494,8.110349,10.242812,7.760275,4.17984,9.157411,9.565096,6.147685,6.313176,9.494413,10.266049,2.181427,7.88731,8.499866,10.444304,2.822474,2.315353,10.737326,10.098394,8.638149,9.388739,10.667436,9.100294,5.276406,10.253529,12.764818,7.106194,10.226116,8.595374,11.151041,6.403189,7.749067,7.424177,10.372813,8.7424,9.840023,5.488398,12.328952,9.834595,3.044415,10.655468,8.674827,7.439835,11.995723,8.270458,9.934172,10.231819,9.989855,9.938091,11.927877,10.398351,4.572338,12.067851,6.950219,7.512963,5.978105,4.214143,9.795023,6.390216,10.230251,7.451376,4.012393,8.296364,3.2311,10.370549,8.587988,5.799728,6.508354,3.911888,9.701974,8.106016,5.366758,10.71412,6.483218,9.972236,5.028906,5.472674,11.262395,7.412433,11.354346,11.108395,11.663994,5.631572,10.662536,2.22263,6.775875,5.601018,10.25212,10.316461,8.093279,4.335233,8.055941,9.641744,6.072925,10.942531,7.83154,8.821964,4.475467,11.088665,8.293443,7.201869,11.717664,3.452897,6.782201,11.334971,11.59174,11.115354,8.178522,8.602384
"106",1,13.769699,8.973379,9.364395,2.509003,8.180099,6.493717,8.753647,10.221147,7.298842,7.02331,8.73523,10.618403,4.21401,3.293753,6.822533,6.846611,9.264339,10.225891,7.529342,9.670016,8.67331,4.761845,9.472522,9.430749,4.840711,6.654689,9.533358,10.53869,2.30443,8.084649,8.981201,10.412813,2.92627,2.544961,11.006474,10.03315,8.654109,9.224409,9.917961,8.777679,5.673603,10.927112,12.751406,7.877274,9.981342,8.896577,10.448548,6.463572,7.394511,7.168257,10.727656,8.527544,9.938992,5.058527,11.998649,10.227239,3.44151,10.506525,8.895201,7.407029,11.730776,7.615972,9.364389,9.537832,9.940572,9.505085,11.844931,10.719489,4.476892,12.171782,7.300138,7.482658,6.307016,2.615816,9.418671,6.382728,10.215158,7.916566,4.397337,7.723954,2.823608,10.32542,8.799282,5.974306,6.135171,3.411432,9.705308,8.539041,5.322836,9.332659,6.529852,8.359683,4.112144,5.149785,11.355148,7.228001,10.805779,11.562981,11.706478,5.86973,9.991234,1.713067,7.194982,5.360349,10.40072,11.00717,7.670711,3.618064,8.102971,9.858561,5.73543,10.353879,8.267994,8.868671,4.794043,11.120625,7.427695,8.521871,11.715012,3.335798,5.77742,11.459489,11.180364,10.378701,8.15898,8.69612
"107",1,13.753094,8.285699,8.924893,2.621815,8.988966,6.233628,8.08749,9.844433,7.48782,7.147077,9.145997,10.277342,4.555304,1.898507,6.887318,6.452148,9.676618,10.371897,8.006348,10.228371,8.534027,4.39424,8.946773,9.425881,5.365081,6.367505,10.024618,10.937744,2.261032,7.781503,8.558599,10.550675,2.66803,2.444144,10.53418,10.614499,8.459066,9.156764,10.740233,8.724189,5.184443,10.550132,12.759772,7.507726,10.948208,8.433984,11.107433,6.508412,8.269424,7.12623,10.707132,8.374773,9.982864,5.35231,12.178701,9.992636,3.498347,11.023464,8.324784,7.304734,11.813273,8.170967,9.556594,9.989258,9.656178,9.74152,11.939966,10.57408,4.981984,12.044205,7.322438,7.006585,5.645013,3.728694,9.659261,6.411242,10.31106,7.992467,4.635776,8.329326,3.024028,10.500748,8.468983,5.714476,6.502939,3.848566,9.668238,7.768031,5.498863,10.454029,6.331566,9.105713,3.724152,5.158017,11.178348,7.50468,10.98143,11.019862,11.583419,5.754112,10.690369,1.826281,7.235634,5.513586,10.1946,10.10243,8.169664,3.267323,8.066361,9.996394,5.62659,10.883632,8.065701,8.931175,4.608239,10.9278,7.983397,8.282602,11.799229,3.376262,6.910329,11.478956,11.498558,11.053071,8.061106,8.151246
